ID,Name,Works API URL,Works Count,H-Index,Country Code
https://openalex.org/A5082130337,A. Marthe Möller,https://api.openalex.org/works?filter=author.id:A5082130337,13,6,NL
https://openalex.org/A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,284,48,US
https://openalex.org/A5089395967,Aaron Nichols,https://api.openalex.org/works?filter=author.id:A5089395967,10,2,US
https://openalex.org/A5047404909,Aaron J. Schwartz,https://api.openalex.org/works?filter=author.id:A5047404909,32,10,US
https://openalex.org/A5053043999,Aaron J. Schein,https://api.openalex.org/works?filter=author.id:A5053043999,19,16,US
https://openalex.org/A5030330229,A. David Smith,https://api.openalex.org/works?filter=author.id:A5030330229,913,123,CA
https://openalex.org/A5014825255,Sayed Haidar Abbas Raza,https://api.openalex.org/works?filter=author.id:A5014825255,246,30,CN
https://openalex.org/A5048456963,Abigail M. Smith,https://api.openalex.org/works?filter=author.id:A5048456963,170,30,NZ
https://openalex.org/A5082332656,Abdul Basit Adeel,https://api.openalex.org/works?filter=author.id:A5082332656,9,4,US
https://openalex.org/A5086636153,Abdulkadir Çelikkanat,https://api.openalex.org/works?filter=author.id:A5086636153,35,4,DK
https://openalex.org/A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,97,13,US
https://openalex.org/A5087496634,Abdullah Zameek,https://api.openalex.org/works?filter=author.id:A5087496634,2,1,[]
https://openalex.org/A5113886631,Abigail L. Horn,https://api.openalex.org/works?filter=author.id:A5113886631,25,7,US
https://openalex.org/A5045620226,Abigail Z. Jacobs,https://api.openalex.org/works?filter=author.id:A5045620226,38,11,US
https://openalex.org/A5073592405,Abraham Bernstein,https://api.openalex.org/works?filter=author.id:A5073592405,383,53,CH
https://openalex.org/A5068763840,A Israeli,https://api.openalex.org/works?filter=author.id:A5068763840,108,19,IL
https://openalex.org/A5083303782,S. Kellogg,https://api.openalex.org/works?filter=author.id:A5083303782,81,11,FR
,Achyutarama R Ganti,,,,
https://openalex.org/A5054913386,Adam J. Berinsky,https://api.openalex.org/works?filter=author.id:A5054913386,214,41,US
https://openalex.org/A5081180913,Adam Finnemann,https://api.openalex.org/works?filter=author.id:A5081180913,12,5,NL
https://openalex.org/A5071293344,Adam Fourney,https://api.openalex.org/works?filter=author.id:A5071293344,82,20,US
https://openalex.org/A5011035455,Adam Frank,https://api.openalex.org/works?filter=author.id:A5011035455,676,58,US
https://openalex.org/A5105217974,Adam H. Russell,https://api.openalex.org/works?filter=author.id:A5105217974,1,0,[]
https://openalex.org/A5074354806,Ádám Stefkovics,https://api.openalex.org/works?filter=author.id:A5074354806,37,5,HU
https://openalex.org/A5034438905,Matt Sutton,https://api.openalex.org/works?filter=author.id:A5034438905,453,51,AU
https://openalex.org/A5101265318,Aditi Dutta,https://api.openalex.org/works?filter=author.id:A5101265318,13,3,US
https://openalex.org/A5109586591,Anil K. Gulati,https://api.openalex.org/works?filter=author.id:A5109586591,53,21,US
,Adolfo Fuentes-Jofre,,,,
https://openalex.org/A5031106143,Adrián Arnaiz-Rodríguez,https://api.openalex.org/works?filter=author.id:A5031106143,13,3,ES
https://openalex.org/A5018574266,Adrian Zhou,https://api.openalex.org/works?filter=author.id:A5018574266,9,3,US
https://openalex.org/A5093660434,Adriano Belisario,https://api.openalex.org/works?filter=author.id:A5093660434,3,1,GB
https://openalex.org/A5015319043,Adriënne M. Mendrik,https://api.openalex.org/works?filter=author.id:A5015319043,42,13,NL
https://openalex.org/A5040820784,Afsaneh Razi,https://api.openalex.org/works?filter=author.id:A5040820784,48,14,US
https://openalex.org/A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,66,13,US
https://openalex.org/A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,19,7,DE
https://openalex.org/A5037220308,Agnieszka Faleńska,https://api.openalex.org/works?filter=author.id:A5037220308,32,8,DE
https://openalex.org/A5031686630,Aguru ISHIBASHI,https://api.openalex.org/works?filter=author.id:A5031686630,1,0,JP
https://openalex.org/A5102415619,Ahana Bhattacharya,https://api.openalex.org/works?filter=author.id:A5102415619,8,4,IN
https://openalex.org/A5035102250,Ahmad Hesam,https://api.openalex.org/works?filter=author.id:A5035102250,13,5,NL
https://openalex.org/A5102702722,Ahmed Nasser Mostafa,https://api.openalex.org/works?filter=author.id:A5102702722,1,1,[]
,Aidan Chang-Lee,,,,
https://openalex.org/A5011368152,Aidan Combs,https://api.openalex.org/works?filter=author.id:A5011368152,9,4,US
https://openalex.org/A5030239300,Aidar Zinnatullin,https://api.openalex.org/works?filter=author.id:A5030239300,9,1,DE
https://openalex.org/A5068083728,Akeela Careem,https://api.openalex.org/works?filter=author.id:A5068083728,9,3,US
https://openalex.org/A5075314395,Akhil Arora,https://api.openalex.org/works?filter=author.id:A5075314395,38,16,US
https://openalex.org/A5026854954,A. Inomata,https://api.openalex.org/works?filter=author.id:A5026854954,74,18,JP
https://openalex.org/A5028932589,Akira Gotō,https://api.openalex.org/works?filter=author.id:A5028932589,558,44,JP
https://openalex.org/A5110825222,Akira Hashimoto,https://api.openalex.org/works?filter=author.id:A5110825222,485,28,JP
https://openalex.org/A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,637,53,JP
https://openalex.org/A5055633336,Akira Tsurushima,https://api.openalex.org/works?filter=author.id:A5055633336,26,5,US
https://openalex.org/A5055236010,Akrati Saxena,https://api.openalex.org/works?filter=author.id:A5055236010,86,10,NL
https://openalex.org/A5014662127,Alain Barrat,https://api.openalex.org/works?filter=author.id:A5014662127,355,73,FR
https://openalex.org/A5042153855,Alan Paul Kwan,https://api.openalex.org/works?filter=author.id:A5042153855,1,0,[]
https://openalex.org/A5032323046,Alba Motes‐Rodrigo,https://api.openalex.org/works?filter=author.id:A5032323046,45,12,CH
https://openalex.org/A5038976962,Albert‐László Barabási,https://api.openalex.org/works?filter=author.id:A5038976962,666,154,US
https://openalex.org/A5033831688,Alberto Acerbi,https://api.openalex.org/works?filter=author.id:A5033831688,162,29,IT
https://openalex.org/A5048792754,A. Amaduzzi,https://api.openalex.org/works?filter=author.id:A5048792754,3,2,IT
https://openalex.org/A5066444267,Alejandro Ortega‐Beltran,https://api.openalex.org/works?filter=author.id:A5066444267,91,20,NG
https://openalex.org/A5041940377,Alejandro Dinkelberg,https://api.openalex.org/works?filter=author.id:A5041940377,12,4,IE
https://openalex.org/A5088989294,Alejandro Hermida-Carrillo,https://api.openalex.org/works?filter=author.id:A5088989294,6,2,DE
,Alejandro Sarria-Morales,,,,
https://openalex.org/A5026969792,Aleksandra Urman,https://api.openalex.org/works?filter=author.id:A5026969792,100,16,CH
https://openalex.org/A5043488321,Aleksei Gorgadze,https://api.openalex.org/works?filter=author.id:A5043488321,7,3,RU
https://openalex.org/A5079161259,Aleksi Aaltonen,https://api.openalex.org/works?filter=author.id:A5079161259,44,9,US
https://openalex.org/A5033447925,Alessandra Urbinati,https://api.openalex.org/works?filter=author.id:A5033447925,5,2,US
https://openalex.org/A5001710037,Alessandro De Gaetano,https://api.openalex.org/works?filter=author.id:A5001710037,7,3,FR
https://openalex.org/A5034213821,Alessandro Flamini,https://api.openalex.org/works?filter=author.id:A5034213821,40,6,IT
https://openalex.org/A5011228873,Alessandro Flammini,https://api.openalex.org/works?filter=author.id:A5011228873,257,67,IT
https://openalex.org/A5049802130,Alessandro Gambetti,https://api.openalex.org/works?filter=author.id:A5049802130,7,3,PT
https://openalex.org/A5092189548,Nicolò Alessandro Girardini,https://api.openalex.org/works?filter=author.id:A5092189548,4,0,IT
https://openalex.org/A5018108132,Alessandro Lomi,https://api.openalex.org/works?filter=author.id:A5018108132,186,34,CH
https://openalex.org/A5058373325,Francesco Piazza,https://api.openalex.org/works?filter=author.id:A5058373325,235,36,IT
https://openalex.org/A5025069859,Alessia Antelmi,https://api.openalex.org/works?filter=author.id:A5025069859,33,8,IT
https://openalex.org/A5061900944,Alessia Melegaro,https://api.openalex.org/works?filter=author.id:A5061900944,125,40,IT
https://openalex.org/A5105937042,Alessio Vincenzo Cardillo,https://api.openalex.org/works?filter=author.id:A5105937042,2,0,[]
https://openalex.org/A5089055856,Alex McAvoy,https://api.openalex.org/works?filter=author.id:A5089055856,50,16,US
https://openalex.org/A5035287085,Alex Mielke,https://api.openalex.org/works?filter=author.id:A5035287085,2,0,[]
https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,1032,122,US
https://openalex.org/A5029104172,Alex Rutherford,https://api.openalex.org/works?filter=author.id:A5029104172,53,13,DE
https://openalex.org/A5004784121,Alex Teytelboym,https://api.openalex.org/works?filter=author.id:A5004784121,5,2,US
https://openalex.org/A5037451955,Alexander Furnas,https://api.openalex.org/works?filter=author.id:A5037451955,51,6,US
https://openalex.org/A5047198701,Alexander J. Gates,https://api.openalex.org/works?filter=author.id:A5047198701,45,13,US
https://openalex.org/A5047198701,Alexander J. Gates,https://api.openalex.org/works?filter=author.id:A5047198701,45,13,US
https://openalex.org/A5107185222,Alexander R. Caceres-Wright,https://api.openalex.org/works?filter=author.id:A5107185222,1,0,[]
,Alexander Sobieska,,,,
https://openalex.org/A5056559023,Alexander Volfovsky,https://api.openalex.org/works?filter=author.id:A5056559023,107,13,US
https://openalex.org/A5037507641,Alexander Wenz,https://api.openalex.org/works?filter=author.id:A5037507641,50,15,DE
https://openalex.org/A5101658856,Alexandra Florea,https://api.openalex.org/works?filter=author.id:A5101658856,41,9,US
,Alexandra Rottenkolber,,,,
https://openalex.org/A5054478253,Alexandra Segerberg,https://api.openalex.org/works?filter=author.id:A5054478253,34,14,SE
https://openalex.org/A5080030270,Alexandre G. Evsukoff,https://api.openalex.org/works?filter=author.id:A5080030270,119,20,BR
https://openalex.org/A5093992721,Alexandria Leto,https://api.openalex.org/works?filter=author.id:A5093992721,4,0,[]
https://openalex.org/A5010352723,Alexandros Gelastopoulos,https://api.openalex.org/works?filter=author.id:A5010352723,15,2,DK
https://openalex.org/A5021894737,Alfredo Sánchez-Hernández,https://api.openalex.org/works?filter=author.id:A5021894737,54,10,ES
https://openalex.org/A5060724128,Ali Faqeeh,https://api.openalex.org/works?filter=author.id:A5060724128,13,8,FI
https://openalex.org/A5041253633,Ali Hürriyetoğlu,https://api.openalex.org/works?filter=author.id:A5041253633,72,12,TR
https://openalex.org/A5077738896,Mohammad N. Salloum,https://api.openalex.org/works?filter=author.id:A5077738896,16,6,US
https://openalex.org/A5113331415,Nuha Yassin,https://api.openalex.org/works?filter=author.id:A5113331415,98,22,GB
https://openalex.org/A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,50,11,DE
https://openalex.org/A5086637756,Aliaksandr Herasimenka,https://api.openalex.org/works?filter=author.id:A5086637756,12,5,GB
https://openalex.org/A5083809979,Alice Battiston,https://api.openalex.org/works?filter=author.id:A5083809979,9,2,IT
https://openalex.org/A5033341922,Alice Grishchenko,https://api.openalex.org/works?filter=author.id:A5033341922,11,3,US
https://openalex.org/A5035786206,Alice Xiang,https://api.openalex.org/works?filter=author.id:A5035786206,60,12,JP
https://openalex.org/A5092489673,Alicja Chaszczewicz,https://api.openalex.org/works?filter=author.id:A5092489673,4,1,[]
https://openalex.org/A5108870187,Alina Fonseca Flores,https://api.openalex.org/works?filter=author.id:A5108870187,1,0,[]
https://openalex.org/A5017332030,Alina Herderich,https://api.openalex.org/works?filter=author.id:A5017332030,9,3,AT
,Alireza Ilami,,,,
https://openalex.org/A5048088355,Alireza Javadian Sabet,https://api.openalex.org/works?filter=author.id:A5048088355,25,6,US
,Allison Christine Morgan,,,,
https://openalex.org/A5087471530,Allison Koenecke,https://api.openalex.org/works?filter=author.id:A5087471530,40,8,US
https://openalex.org/A5108189679,A. Wan,https://api.openalex.org/works?filter=author.id:A5108189679,10,3,US
https://openalex.org/A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,40,9,IL
https://openalex.org/A5058939619,Alvin Zhou,https://api.openalex.org/works?filter=author.id:A5058939619,59,14,US
https://openalex.org/A5019023655,Alyssa Smith,https://api.openalex.org/works?filter=author.id:A5019023655,4,2,MX
,Amanda Zaner,,,,
https://openalex.org/A5088276589,Amin Mekacher,https://api.openalex.org/works?filter=author.id:A5088276589,18,6,GB
https://openalex.org/A5063277598,Amir Ebrahimi Fard,https://api.openalex.org/works?filter=author.id:A5063277598,20,6,IT
https://openalex.org/A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,26,8,US
https://openalex.org/A5003121162,Amir Goldberg,https://api.openalex.org/works?filter=author.id:A5003121162,79,16,US
https://openalex.org/A5066951068,Amir Tohidi Kalorazi,https://api.openalex.org/works?filter=author.id:A5066951068,1,0,[]
,Amirhossein Nakhaei,,,,
https://openalex.org/A5025218700,Amit Goldenberg,https://api.openalex.org/works?filter=author.id:A5025218700,138,26,US
https://openalex.org/A5092977113,Amy Dunphy,https://api.openalex.org/works?filter=author.id:A5092977113,2,1,AU
https://openalex.org/A5070972999,Amy Gimma,https://api.openalex.org/works?filter=author.id:A5070972999,147,35,DK
https://openalex.org/A5031056767,Amy Hagopian,https://api.openalex.org/works?filter=author.id:A5031056767,126,30,US
,Amy Munz,,,,
https://openalex.org/A5112682236,Amy Selby,https://api.openalex.org/works?filter=author.id:A5112682236,1,1,[]
https://openalex.org/A5010691256,Amy Smith,https://api.openalex.org/works?filter=author.id:A5010691256,42,11,US
https://openalex.org/A5001589854,Ana Alonso-Curbelo,https://api.openalex.org/works?filter=author.id:A5001589854,2,1,GB
https://openalex.org/A5082470478,Ana Júlia Bonzanini Bernardi,https://api.openalex.org/works?filter=author.id:A5082470478,23,2,BR
https://openalex.org/A5011326378,Ana Macanovic,https://api.openalex.org/works?filter=author.id:A5011326378,9,5,NL
https://openalex.org/A5009307566,Ana María Villegas,https://api.openalex.org/works?filter=author.id:A5009307566,64,27,US
https://openalex.org/A5004427266,Ana Valdivia,https://api.openalex.org/works?filter=author.id:A5004427266,23,12,GB
https://openalex.org/A5072436705,Anastasia Karpova,https://api.openalex.org/works?filter=author.id:A5072436705,8,2,[]
https://openalex.org/A5006314379,Anastasia Kozyreva,https://api.openalex.org/works?filter=author.id:A5006314379,37,13,DE
https://openalex.org/A5090252428,Anastasia Kuzminykh,https://api.openalex.org/works?filter=author.id:A5090252428,49,8,CA
https://openalex.org/A5103511718,Anastasia Yu. Menshikova,https://api.openalex.org/works?filter=author.id:A5103511718,4,3,RU
https://openalex.org/A5042359253,Anastasios Evgenidis,https://api.openalex.org/works?filter=author.id:A5042359253,39,10,GB
https://openalex.org/A5077871284,Anastassia Vybornova,https://api.openalex.org/works?filter=author.id:A5077871284,17,3,DK
,Ancsa Hannak,,,,
https://openalex.org/A5020418858,Anders Giovanni Møller,https://api.openalex.org/works?filter=author.id:A5020418858,6,2,DK
,Anders Weile,,,,
https://openalex.org/A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,255,47,GB
https://openalex.org/A5055006309,Giuseppe Ricciardi,https://api.openalex.org/works?filter=author.id:A5055006309,125,31,IT
https://openalex.org/A5025211180,Andrea Forte,https://api.openalex.org/works?filter=author.id:A5025211180,150,32,US
https://openalex.org/A5004705048,Andrea Gentili,https://api.openalex.org/works?filter=author.id:A5004705048,36,8,IT
,Andrea Leigh Courtney,,,,
https://openalex.org/A5007368682,Andrea Musso,https://api.openalex.org/works?filter=author.id:A5007368682,39,10,CH
https://openalex.org/A5066187890,Andrea Passerini,https://api.openalex.org/works?filter=author.id:A5066187890,237,28,IT
https://openalex.org/A5021211836,Andrea Tagarelli,https://api.openalex.org/works?filter=author.id:A5021211836,237,27,IT
https://openalex.org/A5012615589,Andrea W Wang,https://api.openalex.org/works?filter=author.id:A5012615589,3,1,[]
https://openalex.org/A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,33,8,DK
https://openalex.org/A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,33,8,DK
https://openalex.org/A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,138,27,IT
https://openalex.org/A5079955249,Andreas Koher,https://api.openalex.org/works?filter=author.id:A5079955249,16,8,DK
https://openalex.org/A5018128415,Andreas Spitz,https://api.openalex.org/works?filter=author.id:A5018128415,105,16,DE
https://openalex.org/A5009420670,Andréia Teixeira,https://api.openalex.org/works?filter=author.id:A5009420670,110,22,PT
https://openalex.org/A5038897083,Andrés Abeliuk,https://api.openalex.org/works?filter=author.id:A5038897083,75,14,CL
https://openalex.org/A5050554579,Andrés F. Castro Torres,https://api.openalex.org/works?filter=author.id:A5050554579,67,9,ES
https://openalex.org/A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,80,22,US
https://openalex.org/A5101466578,A. G. Buckley,https://api.openalex.org/works?filter=author.id:A5101466578,1953,146,GB
https://openalex.org/A5020081727,Andrew Iliadis,https://api.openalex.org/works?filter=author.id:A5020081727,55,10,US
https://openalex.org/A5113714609,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5113714609,147,32,US
https://openalex.org/A5028184419,Paul A. Davis,https://api.openalex.org/works?filter=author.id:A5028184419,281,61,US
https://openalex.org/A5012236452,Andrew Renninger,https://api.openalex.org/works?filter=author.id:A5012236452,17,3,GB
https://openalex.org/A5108018053,Andrés Gvirtz,https://api.openalex.org/works?filter=author.id:A5108018053,17,4,GB
https://openalex.org/A5015051311,Andy Berres,https://api.openalex.org/works?filter=author.id:A5015051311,98,8,US
https://openalex.org/A5029769369,A. Skumanich,https://api.openalex.org/works?filter=author.id:A5029769369,294,40,GB
https://openalex.org/A5070868747,Ane Rahbek Vierø,https://api.openalex.org/works?filter=author.id:A5070868747,12,1,DK
https://openalex.org/A5069503439,Angela Zavaleta Bernuy,https://api.openalex.org/works?filter=author.id:A5069503439,40,5,CA
https://openalex.org/A5002575847,Angelina Wang,https://api.openalex.org/works?filter=author.id:A5002575847,38,12,US
https://openalex.org/A5064591138,Angelita Repetto,https://api.openalex.org/works?filter=author.id:A5064591138,4,1,US
https://openalex.org/A5066979752,Ângelo Brayner,https://api.openalex.org/works?filter=author.id:A5066979752,87,11,BR
https://openalex.org/A5070488104,Angelos Chatzimparmpas,https://api.openalex.org/works?filter=author.id:A5070488104,32,7,NL
https://openalex.org/A5003539468,Angelos P. Kassianos,https://api.openalex.org/works?filter=author.id:A5003539468,138,29,CY
https://openalex.org/A5002117379,Anita Keshmirian,https://api.openalex.org/works?filter=author.id:A5002117379,6,3,US
https://openalex.org/A5025245627,Anjali Saxena,https://api.openalex.org/works?filter=author.id:A5025245627,75,17,US
https://openalex.org/A5022479813,Anjalie Field,https://api.openalex.org/works?filter=author.id:A5022479813,138,31,US
https://openalex.org/A5004151123,Ankit Aich,https://api.openalex.org/works?filter=author.id:A5004151123,13,4,DK
https://openalex.org/A5012994458,Ankita Gupta,https://api.openalex.org/works?filter=author.id:A5012994458,203,20,IN
https://openalex.org/A5110627453,Anku Rani,https://api.openalex.org/works?filter=author.id:A5110627453,19,5,US
https://openalex.org/A5023968831,Anna B. Stephenson,https://api.openalex.org/works?filter=author.id:A5023968831,36,8,US
https://openalex.org/A5093875938,Anna Bertani,https://api.openalex.org/works?filter=author.id:A5093875938,3,1,IT
https://openalex.org/A5079255958,Anna Di Natale,https://api.openalex.org/works?filter=author.id:A5079255958,20,9,IT
https://openalex.org/A5039311814,Johnson George,https://api.openalex.org/works?filter=author.id:A5039311814,218,40,IN
https://openalex.org/A5113457185,Anna L. Ells,https://api.openalex.org/works?filter=author.id:A5113457185,136,28,CA
